run_id,task,task_name,representation,train_n,train_seed,training_status,last_logged_update,selected_checkpoint,train_seconds,train_loop_wall_seconds,dev_seconds,test_seconds,final_results_frozen,iid_evaluated,iid_successes,iid_success_rate,iid_mean_success_steps,ood_evaluated,ood_successes,ood_success_rate,ood_mean_success_steps,evaluation_seconds,status
drawer_raw_n20_s0,drawer,drawer-open-v3,raw,20,0,complete,20000,10000,397.5922313258052,402.92886824533343,49.61666463688016,40.19070481322706,True,20,20,1.0,86.95,20,20,1.0,135.7,89.80736945010722,complete
drawer_relative_n20_s0,drawer,drawer-open-v3,relative,20,0,complete,20000,10000,655.4417352750897,660.8809653129429,47.11569933593273,32.483595345169306,True,20,20,1.0,87.1,20,20,1.0,93.55,79.59929468110204,complete
door_raw_n20_s0,door,door-open-v3,raw,20,0,complete,20000,5000,410.73536711372435,416.07927212677896,44.39664601534605,29.00335742160678,True,20,20,1.0,77.65,20,20,1.0,80.0,73.40000343695283,complete
door_relative_n20_s0,door,door-open-v3,relative,20,0,complete,20000,20000,410.66989461146295,416.01470986939967,44.78758929669857,29.39003925770521,True,20,20,1.0,77.65,20,20,1.0,81.4,74.17762855440378,complete
