completed,condition,episode_root,first_goals,first_success,method,reused_original_result,seed,selected_attempt,status,steps,success,success_by_1500,success_by_3000,success_by_5000,task,original_episode_root
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/unstack_sort/evaluation/APPL/OOD/30227,"{""blue_at_goal"": 933, ""red_at_goal"": 285, ""success"": 933}",933,APPL_5_5_high,True,30227,original,succeeded,933,True,True,True,True,unstack_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/unstack_sort/evaluation/APPL/OOD/30228,"{""blue_at_goal"": 649, ""red_at_goal"": 289, ""success"": 649}",649,APPL_5_5_high,True,30228,original,succeeded,649,True,True,True,True,unstack_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/unstack_sort/evaluation/APPL/OOD/30229,"{""blue_at_goal"": 789, ""red_at_goal"": 412, ""success"": 789}",789,APPL_5_5_high,True,30229,original,succeeded,789,True,True,True,True,unstack_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/unstack_sort/evaluation/APPL/OOD/30200,"{""blue_at_goal"": 630, ""red_at_goal"": 258, ""success"": 630}",630,APPL_6_xhigh,False,30200,original,succeeded,630,True,True,True,True,unstack_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/unstack_sort/evaluation/APPL/OOD/30201,"{""red_at_goal"": 237}",,APPL_6_xhigh,False,30201,original,agent_finished,2053,False,False,False,False,unstack_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/unstack_sort/evaluation/APPL/OOD/30202,{},,APPL_6_xhigh,False,30202,original,agent_finished,651,False,False,False,False,unstack_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/unstack_sort/evaluation/APPL/OOD/30203,"{""red_at_goal"": 253}",,APPL_6_xhigh,False,30203,original,agent_finished,1411,False,False,False,False,unstack_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/unstack_sort/evaluation/APPL/OOD/30204,{},,APPL_6_xhigh,False,30204,original,agent_finished,1000,False,False,False,False,unstack_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/unstack_sort/evaluation/APPL/OOD/30205,"{""blue_at_goal"": 635, ""red_at_goal"": 252, ""success"": 635}",635,APPL_6_xhigh,False,30205,original,succeeded,635,True,True,True,True,unstack_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/unstack_sort/evaluation/APPL/OOD/30206,"{""blue_at_goal"": 633, ""red_at_goal"": 246, ""success"": 633}",633,APPL_6_xhigh,False,30206,original,succeeded,633,True,True,True,True,unstack_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/unstack_sort/evaluation/APPL/OOD/30207,{},,APPL_6_xhigh,False,30207,original,agent_finished,800,False,False,False,False,unstack_sort,
