completed,condition,episode_root,first_goals,first_success,method,reused_original_result,seed,selected_attempt,status,steps,success,success_by_1500,success_by_3000,success_by_5000,task,original_episode_root
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/naive_DP/OOD/30011,{},,naive_DP,True,30011,original,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/naive_DP/OOD/30012,{},,naive_DP,True,30012,original,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/naive_DP/OOD/30013,"{""red_at_goal"": 294}",,naive_DP,True,30013,original,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/naive_DP/OOD/30014,{},,naive_DP,True,30014,original,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/naive_DP/OOD/30015,{},,naive_DP,True,30015,original,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/naive_DP/OOD/30016,{},,naive_DP,True,30016,original,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/naive_DP/OOD/30017,{},,naive_DP,True,30017,original,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/naive_DP/OOD/30018,{},,naive_DP,True,30018,original,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/naive_DP/OOD/30019,"{""red_at_goal"": 323}",,naive_DP,True,30019,original,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/naive_DP/OOD/30020,{},,naive_DP,True,30020,original,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/naive_DP/OOD/30021,{},,naive_DP,True,30021,original,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/naive_DP/OOD/30022,{},,naive_DP,True,30022,original,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/naive_DP/OOD/30023,{},,naive_DP,True,30023,original,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/naive_DP/OOD/30024,{},,naive_DP,True,30024,original,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/naive_DP/OOD/30025,{},,naive_DP,True,30025,original,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/naive_DP/OOD/30026,"{""red_at_goal"": 297}",,naive_DP,True,30026,original,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/naive_DP/OOD/30027,{},,naive_DP,True,30027,original,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/naive_DP/OOD/30028,{},,naive_DP,True,30028,original,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/naive_DP/OOD/30029,{},,naive_DP,True,30029,original,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30000,{},,APPL_5_5_high,True,30000,original,agent_finished,882,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30001,"{""blue_at_goal"": 1326, ""red_at_goal"": 711, ""success"": 1326}",1326,APPL_5_5_high,True,30001,original,succeeded,1326,True,True,True,True,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30002,"{""blue_at_goal"": 2892, ""red_at_goal"": 321, ""success"": 2892}",2892,APPL_5_5_high,True,30002,original,succeeded,2892,True,False,True,True,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30003,{},,APPL_5_5_high,True,30003,original,agent_finished,1902,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30004,{},,APPL_5_5_high,True,30004,original,agent_finished,789,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30005,"{""red_at_goal"": 1186}",,APPL_5_5_high,True,30005,original,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30006,"{""red_at_goal"": 472}",,APPL_5_5_high,True,30006,original,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30007,"{""red_at_goal"": 279}",,APPL_5_5_high,True,30007,original,agent_finished,1708,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30008,{},,APPL_5_5_high,True,30008,original,agent_finished,825,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30009,{},,APPL_5_5_high,True,30009,original,agent_finished,940,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30010,"{""red_at_goal"": 335}",,APPL_5_5_high,True,30010,original,agent_finished,2716,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30011,"{""red_at_goal"": 1776}",,APPL_5_5_high,True,30011,original,agent_finished,3600,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30012,{},,APPL_5_5_high,True,30012,original,agent_finished,728,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30013,"{""red_at_goal"": 456}",,APPL_5_5_high,True,30013,original,agent_finished,1954,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30014,"{""blue_at_goal"": 878, ""red_at_goal"": 447, ""success"": 878}",878,APPL_5_5_high,True,30014,original,succeeded,878,True,True,True,True,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30015,"{""red_at_goal"": 277}",,APPL_5_5_high,True,30015,original,agent_finished,818,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30016,"{""blue_at_goal"": 2428, ""red_at_goal"": 683, ""success"": 2428}",2428,APPL_5_5_high,True,30016,original,succeeded,2428,True,False,True,True,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30017,"{""red_at_goal"": 730}",,APPL_5_5_high,True,30017,original,agent_finished,3489,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30018,{},,APPL_5_5_high,True,30018,original,agent_finished,556,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30019,{},,APPL_5_5_high,True,30019,original,agent_finished,1110,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30020,"{""red_at_goal"": 641}",,APPL_5_5_high,True,30020,original,agent_finished,1776,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30021,{},,APPL_5_5_high,True,30021,original,agent_finished,1091,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30022,"{""red_at_goal"": 2347}",,APPL_5_5_high,True,30022,original,physical_budget_exhausted,5000,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30023,"{""red_at_goal"": 594}",,APPL_5_5_high,True,30023,original,agent_finished,2231,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30024,{},,APPL_5_5_high,True,30024,original,agent_finished,1390,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30025,{},,APPL_5_5_high,True,30025,original,agent_finished,1666,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30026,{},,APPL_5_5_high,True,30026,original,agent_finished,1463,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30027,"{""red_at_goal"": 333}",,APPL_5_5_high,True,30027,original,agent_finished,1123,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30028,"{""red_at_goal"": 849}",,APPL_5_5_high,True,30028,original,agent_finished,3536,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/OOD/30029,{},,APPL_5_5_high,True,30029,original,agent_finished,1220,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30000,"{""blue_at_goal"": 900, ""red_at_goal"": 302, ""success"": 900}",900,APPL_6_xhigh,False,30000,original,succeeded,900,True,True,True,True,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30001,"{""blue_at_goal"": 661, ""red_at_goal"": 261, ""success"": 661}",661,APPL_6_xhigh,False,30001,original,succeeded,661,True,True,True,True,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30002,"{""red_at_goal"": 466}",,APPL_6_xhigh,False,30002,original,agent_finished,1221,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30003,"{""blue_at_goal"": 888, ""red_at_goal"": 393, ""success"": 888}",888,APPL_6_xhigh,False,30003,original,succeeded,888,True,True,True,True,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30004,"{""red_at_goal"": 318}",,APPL_6_xhigh,False,30004,original,agent_finished,1136,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/evaluation_recovery_20260918/two_block_sort/evaluation/APPL/OOD/30005,"{""blue_at_goal"": 680, ""red_at_goal"": 302, ""success"": 680}",680,APPL_6_xhigh,False,30005,authorized_reset_retest_20260918,succeeded,680,True,True,True,True,two_block_sort,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30005
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30006,"{""blue_at_goal"": 839, ""red_at_goal"": 458, ""success"": 839}",839,APPL_6_xhigh,False,30006,original,succeeded,839,True,True,True,True,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30007,"{""blue_at_goal"": 845, ""red_at_goal"": 255, ""success"": 845}",845,APPL_6_xhigh,False,30007,original,succeeded,845,True,True,True,True,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30008,"{""red_at_goal"": 327}",,APPL_6_xhigh,False,30008,original,agent_finished,1025,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30009,"{""red_at_goal"": 720}",,APPL_6_xhigh,False,30009,original,agent_finished,1149,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30010,"{""blue_at_goal"": 1065, ""red_at_goal"": 296, ""success"": 1065}",1065,APPL_6_xhigh,False,30010,original,succeeded,1065,True,True,True,True,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30011,"{""blue_at_goal"": 1120, ""red_at_goal"": 317, ""success"": 1120}",1120,APPL_6_xhigh,False,30011,original,succeeded,1120,True,True,True,True,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30012,"{""blue_at_goal"": 863, ""red_at_goal"": 389, ""success"": 863}",863,APPL_6_xhigh,False,30012,original,succeeded,863,True,True,True,True,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30013,"{""blue_at_goal"": 1029, ""red_at_goal"": 327, ""success"": 1029}",1029,APPL_6_xhigh,False,30013,original,succeeded,1029,True,True,True,True,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30014,"{""blue_at_goal"": 638, ""red_at_goal"": 281, ""success"": 638}",638,APPL_6_xhigh,False,30014,original,succeeded,638,True,True,True,True,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30015,"{""blue_at_goal"": 967, ""red_at_goal"": 281, ""success"": 967}",967,APPL_6_xhigh,False,30015,original,succeeded,967,True,True,True,True,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30016,"{""blue_at_goal"": 633, ""red_at_goal"": 257, ""success"": 633}",633,APPL_6_xhigh,False,30016,original,succeeded,633,True,True,True,True,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30017,"{""red_at_goal"": 321}",,APPL_6_xhigh,False,30017,original,agent_finished,908,False,False,False,False,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30018,"{""blue_at_goal"": 783, ""red_at_goal"": 304, ""success"": 783}",783,APPL_6_xhigh,False,30018,original,succeeded,783,True,True,True,True,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30019,"{""blue_at_goal"": 1112, ""red_at_goal"": 298, ""success"": 1112}",1112,APPL_6_xhigh,False,30019,original,succeeded,1112,True,True,True,True,two_block_sort,
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/evaluation_recovery_20260918/two_block_sort/evaluation/APPL/OOD/30020,"{""red_at_goal"": 308}",,APPL_6_xhigh,False,30020,authorized_reset_retest_20260918,agent_finished,1087,False,False,False,False,two_block_sort,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30020
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/evaluation_recovery_20260918/two_block_sort/evaluation/APPL/OOD/30021,{},,APPL_6_xhigh,False,30021,authorized_reset_retest_20260918,agent_finished,738,False,False,False,False,two_block_sort,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30021
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/evaluation_recovery_20260918/two_block_sort/evaluation/APPL/OOD/30022,"{""red_at_goal"": 331}",,APPL_6_xhigh,False,30022,authorized_reset_retest_20260918,agent_finished,715,False,False,False,False,two_block_sort,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30022
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/evaluation_recovery_20260918/two_block_sort/evaluation/APPL/OOD/30023,"{""blue_at_goal"": 661, ""red_at_goal"": 233, ""success"": 661}",661,APPL_6_xhigh,False,30023,authorized_reset_retest_20260918,succeeded,661,True,True,True,True,two_block_sort,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30023
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/evaluation_recovery_20260918/two_block_sort/evaluation/APPL/OOD/30024,"{""red_at_goal"": 543}",,APPL_6_xhigh,False,30024,authorized_reset_retest_20260918,agent_finished,1767,False,False,False,False,two_block_sort,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30024
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/evaluation_recovery_20260918/two_block_sort/evaluation/APPL/OOD/30025,"{""red_at_goal"": 329}",,APPL_6_xhigh,False,30025,authorized_reset_retest_20260918,agent_finished,986,False,False,False,False,two_block_sort,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30025
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/evaluation_recovery_20260918/two_block_sort/evaluation/APPL/OOD/30026,"{""red_at_goal"": 523}",,APPL_6_xhigh,False,30026,authorized_reset_retest_20260918,agent_finished,1588,False,False,False,False,two_block_sort,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30026
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/evaluation_followup_20260918/two_block_sort/evaluation/APPL/OOD/30027,"{""blue_at_goal"": 819, ""red_at_goal"": 456, ""success"": 819}",819,APPL_6_xhigh,False,30027,authorized_followup_20260918,succeeded,819,True,True,True,True,two_block_sort,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30027
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/evaluation_followup_20260918/two_block_sort/evaluation/APPL/OOD/30028,"{""red_at_goal"": 360}",,APPL_6_xhigh,False,30028,authorized_followup_20260918,agent_finished,1263,False,False,False,False,two_block_sort,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30028
True,OOD,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/evaluation_followup_20260918/two_block_sort/evaluation/APPL/OOD/30029,"{""blue_at_goal"": 728, ""red_at_goal"": 272, ""success"": 728}",728,APPL_6_xhigh,False,30029,authorized_followup_20260918,succeeded,728,True,True,True,True,two_block_sort,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/OOD/30029
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/buffer_swap/evaluation/naive_DP/ID/20100,{},,naive_DP,True,20100,original,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/buffer_swap/evaluation/naive_DP/ID/20101,{},,naive_DP,True,20101,original,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/buffer_swap/evaluation/naive_DP/ID/20102,{},,naive_DP,True,20102,original,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/buffer_swap/evaluation/naive_DP/ID/20103,{},,naive_DP,True,20103,original,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/buffer_swap/evaluation/naive_DP/ID/20104,{},,naive_DP,True,20104,original,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/buffer_swap/evaluation/naive_DP/ID/20105,{},,naive_DP,True,20105,original,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/buffer_swap/evaluation/naive_DP/ID/20106,{},,naive_DP,True,20106,original,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/buffer_swap/evaluation/naive_DP/ID/20107,"{""blue_at_goal"": 596}",,naive_DP,True,20107,original,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/buffer_swap/evaluation/naive_DP/ID/20108,{},,naive_DP,True,20108,original,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/buffer_swap/evaluation/naive_DP/ID/20109,{},,naive_DP,True,20109,original,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/buffer_swap/evaluation/naive_DP/ID/20110,{},,naive_DP,True,20110,original,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/buffer_swap/evaluation/naive_DP/ID/20111,{},,naive_DP,True,20111,original,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/buffer_swap/evaluation/naive_DP/ID/20112,{},,naive_DP,True,20112,original,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/buffer_swap/evaluation/naive_DP/ID/20113,{},,naive_DP,True,20113,original,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/buffer_swap/evaluation/naive_DP/ID/20114,"{""blue_at_goal"": 602}",,naive_DP,True,20114,original,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
True,ID,/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/M1_scaleup/buffer_swap/evaluation/naive_DP/ID/20115,{},,naive_DP,True,20115,original,physical_budget_exhausted,5000,False,False,False,False,buffer_swap,
