instance_id,task,n_demos,system_id,replicate_id,train_seed,state,detail_json,author,candidate_status,submission_hash,training_completed,parameters,train_seconds,optimizer_updates,checkpoint_sha256,latency_ms,dev_completed,dev_IID_success,dev_IID_n,dev_IID_ci_low,dev_IID_ci_high,dev_C_success,dev_C_n,dev_C_ci_low,dev_C_ci_high,dev_E_success,dev_E_n,dev_E_ci_low,dev_E_ci_high,dev_OOD_success,test_completed,test_IID_success,test_IID_n,test_IID_ci_low,test_IID_ci_high,test_C_success,test_C_n,test_C_ci_low,test_C_ci_high,test_E_success,test_E_n,test_E_ci_low,test_E_ci_high,test_OOD_success,dev_OOD_minus_B0_vanilla_dp_pp,dev_OOD_minus_B1_rule_prior_pp,test_OOD_minus_B0_vanilla_dp_pp,test_OOD_minus_B1_rule_prior_pp
stick-push__N5__rep0,stick-push,5,A1,0,0,test_evaluated,"{""checkpoint_sha256"":""3b9174aa26d50ce7d63379c6a6a30538ff9890121d54fe38188f295f6c9bde39"",""evaluation_hash"":""21827e911056c68e44799ab467cc261c8093448512d1560b02454020ca8ebf5b""}",RuntimePriorAPI,valid,0932205698ab11e574d88c291154db86462648e3a78b36707dda60f140fc3d79,True,4883012,886.9571626704128,20000,3b9174aa26d50ce7d63379c6a6a30538ff9890121d54fe38188f295f6c9bde39,101.32629299914697,True,1.0,10,0.7224672001371107,0.9999999999999999,1.0,20,0.8388748419471806,1.0,1.0,20,0.8388748419471806,1.0,1.0,True,1.0,20,0.8388748419471806,1.0,1.0,40,0.9123783988027135,1.0,1.0,40,0.9123783988027135,1.0,1.0,19.999999999999996,2.500000000000002,21.249999999999993,1.2499999999999956
stick-push__N5__rep0,stick-push,5,A2,0,0,test_evaluated,"{""checkpoint_sha256"":""83c7612864099f5245cbba1e701e9ead16d4160ac0980c77d5c954866d9cc5ce"",""evaluation_hash"":""e6b3d51dd57b0901fc1e0eecf8db8e75eac2eb7854903eee72a2b700cf060523""}",RuntimePriorAPI,valid,4763ae685a84d60aaa4f6d3c46c62b396e5e4871513cc2af6c045efd6bbf8156,True,5247311,1032.0243256279791,20000,83c7612864099f5245cbba1e701e9ead16d4160ac0980c77d5c954866d9cc5ce,106.16329000185942,True,1.0,10,0.7224672001371107,0.9999999999999999,1.0,20,0.8388748419471806,1.0,1.0,20,0.8388748419471806,1.0,1.0,True,1.0,20,0.8388748419471806,1.0,1.0,40,0.9123783988027135,1.0,1.0,40,0.9123783988027135,1.0,1.0,19.999999999999996,2.500000000000002,21.249999999999993,1.2499999999999956
stick-push__N5__rep0,stick-push,5,A3,0,0,test_evaluated,"{""checkpoint_sha256"":""282a6f354ef410f0ccfcbe017d2986bdbd5756eb772448fd3b116b8a11b9b3b1"",""evaluation_hash"":""b97d9a7104dc0a489aec1ba8b53af829509415a77aaf01e6ea66baebe9cdcd3a""}",RuntimePriorAPI,valid,301af3d7a98c13724cd94abe568e23177b303f33f110123a13af5cdac2aad3c1,True,4837326,1009.0515498240857,20000,282a6f354ef410f0ccfcbe017d2986bdbd5756eb772448fd3b116b8a11b9b3b1,103.61592249682872,True,1.0,10,0.7224672001371107,0.9999999999999999,1.0,20,0.8388748419471806,1.0,1.0,20,0.8388748419471806,1.0,1.0,True,1.0,20,0.8388748419471806,1.0,1.0,40,0.9123783988027135,1.0,1.0,40,0.9123783988027135,1.0,1.0,19.999999999999996,2.500000000000002,21.249999999999993,1.2499999999999956
stick-push__N5__rep0,stick-push,5,A4,0,0,test_evaluated,"{""checkpoint_sha256"":""4b839dede8c96146caa438fa4ccb91a3447413e6bfb73a80aafbaf887b2c402d"",""evaluation_hash"":""b844eefc4c69ab4e3586c7a646eaabf6df62a75cc6e2bc5673f234138d8355f8""}",RuntimePriorAPI,valid,7e3a1496b6d8f225276f44818574c6929e29e36c9b097c4dc08ae0ca219daaef,True,4696644,910.7443591960182,20000,4b839dede8c96146caa438fa4ccb91a3447413e6bfb73a80aafbaf887b2c402d,101.69964149827138,True,0.7,10,0.39677814746114537,0.8922087325936989,0.75,20,0.531299122381256,0.8881382985923343,0.4,20,0.21880653237281705,0.6134184992377469,0.575,True,0.8,20,0.5839825677481064,0.919342337420202,0.725,40,0.5716504419378943,0.8389198375233267,0.55,40,0.39829091798932054,0.6929469218909508,0.6375,-22.500000000000007,-40.0,-15.000000000000014,-35.00000000000001
stick-push__N10__rep0,stick-push,10,B0_vanilla_dp,0,0,test_evaluated,"{""checkpoint_sha256"":""b481cd7a6bde13df424820d9da96fa6c9a6e7720a61b035d3cbaf93a5a0a8065"",""evaluation_hash"":""b2f8297cd3cb45efee622f56557c27f3ac3d9618b2e792c001642650bb535dbe""}",RepositoryAgent,,,True,4696644,838.2071096475702,20000,b481cd7a6bde13df424820d9da96fa6c9a6e7720a61b035d3cbaf93a5a0a8065,108.63860200333875,True,0.9,10,0.5958499732047615,0.9821237869049271,1.0,20,0.8388748419471806,1.0,0.4,20,0.21880653237281705,0.6134184992377469,0.7,True,0.9,20,0.6989663547715128,0.9721335187862319,0.875,40,0.738878801611489,0.945404997490546,0.5249999999999999,40,0.3749736210669248,0.670645298873211,0.7,0.0,-27.500000000000004,0.0,-28.750000000000007
stick-push__N10__rep0,stick-push,10,B1_rule_prior,0,0,test_evaluated,"{""checkpoint_sha256"":""38b98e12af3369ca264e87c35a66ee8db261d7082d0743f919fd55f224ae6f77"",""evaluation_hash"":""79584ceff41244882bb10d270d01544dc4cbd9ad44ac04a6dedbe5c89539e54a""}",RepositoryAgent,,,True,4927492,892.9767523536138,20000,38b98e12af3369ca264e87c35a66ee8db261d7082d0743f919fd55f224ae6f77,101.63960749923717,True,1.0,10,0.7224672001371107,0.9999999999999999,1.0,20,0.8388748419471806,1.0,0.95,20,0.763868806553258,0.9911185511992047,0.975,True,1.0,20,0.8388748419471806,1.0,1.0,40,0.9123783988027135,1.0,0.975,40,0.8711863103652591,0.9955731684973186,0.9875,27.500000000000004,0.0,28.750000000000007,0.0
stick-push__N10__rep0,stick-push,10,A1,0,0,test_evaluated,"{""checkpoint_sha256"":""4653a798525ab9e86013ebc72452c3b81dc1294f0988e7e9654792b766cb90d1"",""evaluation_hash"":""900549937970c642c388c95f194f2db90758026ff4489d2c4527f78cb8c82968""}",RuntimePriorAPI,valid,9f8dd7538a8daa9f8d0949b644648aa907200e81edf96ebd623256102fc9598d,True,4811332,898.4468887382827,20000,4653a798525ab9e86013ebc72452c3b81dc1294f0988e7e9654792b766cb90d1,102.8795154998079,True,1.0,10,0.7224672001371107,0.9999999999999999,1.0,20,0.8388748419471806,1.0,1.0,20,0.8388748419471806,1.0,1.0,True,1.0,20,0.8388748419471806,1.0,1.0,40,0.9123783988027135,1.0,1.0,40,0.9123783988027135,1.0,1.0,30.000000000000004,2.500000000000002,30.000000000000004,1.2499999999999956
stick-push__N10__rep0,stick-push,10,A2,0,0,test_evaluated,"{""checkpoint_sha256"":""7c2a46a151bf88bf18da82cb76cc5644a6ff2f146a34f0940f6166e41fb90613"",""evaluation_hash"":""687be9fcf6b43422afc4a855289a9ab30f5c4b1d0f84cd25c4e449125a3b7129""}",RuntimePriorAPI,valid,980b91e0fc175ce91dd69061d721dbe87875d82bc1c6d4491930e70ba0f1dcbc,True,5368714,1056.3071516369237,20000,7c2a46a151bf88bf18da82cb76cc5644a6ff2f146a34f0940f6166e41fb90613,112.0930295001017,True,1.0,10,0.7224672001371107,0.9999999999999999,1.0,20,0.8388748419471806,1.0,1.0,20,0.8388748419471806,1.0,1.0,True,1.0,20,0.8388748419471806,1.0,1.0,40,0.9123783988027135,1.0,1.0,40,0.9123783988027135,1.0,1.0,30.000000000000004,2.500000000000002,30.000000000000004,1.2499999999999956
stick-push__N10__rep0,stick-push,10,A3,0,0,test_evaluated,"{""checkpoint_sha256"":""f64f8612a98ca214abc5560ee79deaae8ebb83ae0c4c099e5606a9d6806bb0d3"",""evaluation_hash"":""a82a5c8dddcd1a31a1bbdd19f0a61a08360ec677a00b85e8345ea9eb143ca002""}",RuntimePriorAPI,valid,816b54310bd460b1dbf6d2e1c01534fa1df8587589076893c40063ea2ef06a46,True,5444584,1066.6264096078376,20000,f64f8612a98ca214abc5560ee79deaae8ebb83ae0c4c099e5606a9d6806bb0d3,106.44192000472685,True,1.0,10,0.7224672001371107,0.9999999999999999,1.0,20,0.8388748419471806,1.0,1.0,20,0.8388748419471806,1.0,1.0,True,1.0,20,0.8388748419471806,1.0,1.0,40,0.9123783988027135,1.0,1.0,40,0.9123783988027135,1.0,1.0,30.000000000000004,2.500000000000002,30.000000000000004,1.2499999999999956
stick-push__N10__rep0,stick-push,10,A4,0,0,test_evaluated,"{""checkpoint_sha256"":""dbd58c38e3dd7eebf107aa75d5c060ec72c51e8e7146697f080cae4e99c16f18"",""evaluation_hash"":""cae61a19194c0dcbb63a9492ba38dba426a773451d081fa41e50110f048e2c58""}",RuntimePriorAPI,valid,9bd59ef06477199a3955d4496b39d2de157d65d17dafa1cd345fd308c80b1820,True,4696644,955.0544264321798,20000,dbd58c38e3dd7eebf107aa75d5c060ec72c51e8e7146697f080cae4e99c16f18,108.90820200438611,True,1.0,10,0.7224672001371107,0.9999999999999999,1.0,20,0.8388748419471806,1.0,0.85,20,0.6395811352592431,0.9476312541037835,0.925,True,1.0,20,0.8388748419471806,1.0,1.0,40,0.9123783988027135,1.0,0.775,40,0.6249690325768998,0.8768390867645927,0.8875,22.500000000000007,-4.999999999999993,18.75,-10.000000000000009
stick-push__N20__rep0,stick-push,20,B0_vanilla_dp,0,0,test_evaluated,"{""checkpoint_sha256"":""1e63eedb82c368b23adcd9895bffe6ba32eae76a7705ebe2f29aae8763e1ac20"",""evaluation_hash"":""1282fb8dbeaa2e3252a37d0ba6a4cd7b0b019794206257495e7c4321da77dbfe""}",RepositoryAgent,,,True,4696644,857.1255113137013,20000,1e63eedb82c368b23adcd9895bffe6ba32eae76a7705ebe2f29aae8763e1ac20,100.12522200122476,True,1.0,10,0.7224672001371107,0.9999999999999999,1.0,20,0.8388748419471806,1.0,0.8,20,0.5839825677481064,0.919342337420202,0.9,True,1.0,20,0.8388748419471806,1.0,0.925,40,0.8013576647568946,0.9741639742254119,0.75,40,0.5980603857923197,0.858128813609037,0.8375,0.0,-9.999999999999998,0.0,-16.249999999999996
stick-push__N20__rep0,stick-push,20,B1_rule_prior,0,0,test_evaluated,"{""checkpoint_sha256"":""819cab7fadda87c29d95ba56c3c5926c0c54b3bbf9e1d332c5f6f67b50be446b"",""evaluation_hash"":""8e27f913126f9927ee2a870372e953cc910eea6b772c48a37f2efdd6ff8673df""}",RepositoryAgent,,,True,4927492,886.2421463337087,20000,819cab7fadda87c29d95ba56c3c5926c0c54b3bbf9e1d332c5f6f67b50be446b,103.0590794980526,True,1.0,10,0.7224672001371107,0.9999999999999999,1.0,20,0.8388748419471806,1.0,1.0,20,0.8388748419471806,1.0,1.0,True,1.0,20,0.8388748419471806,1.0,1.0,40,0.9123783988027135,1.0,1.0,40,0.9123783988027135,1.0,1.0,9.999999999999998,0.0,16.249999999999996,0.0
stick-push__N20__rep0,stick-push,20,A1,0,0,test_evaluated,"{""checkpoint_sha256"":""a6e9baf26135facadb033465f683033a5c5bf68833ed23f555941efcc22828b3"",""evaluation_hash"":""326d1850bf464977135d547b6c14dcc883732abc286150c53183b7599c822481""}",RuntimePriorAPI,valid,e887126634a628a6313eb491858d3858000c9d4c043d0c9dae2928d8136d13fc,True,4861508,909.4463668129756,20000,a6e9baf26135facadb033465f683033a5c5bf68833ed23f555941efcc22828b3,104.04845999437384,True,1.0,10,0.7224672001371107,0.9999999999999999,1.0,20,0.8388748419471806,1.0,1.0,20,0.8388748419471806,1.0,1.0,True,1.0,20,0.8388748419471806,1.0,1.0,40,0.9123783988027135,1.0,1.0,40,0.9123783988027135,1.0,1.0,9.999999999999998,0.0,16.249999999999996,0.0
stick-push__N20__rep0,stick-push,20,A2,0,0,test_evaluated,"{""checkpoint_sha256"":""3617525665dbb12772c78eb06627c3969c70d9c3490c6274772b2c5ee33bfc7d"",""evaluation_hash"":""71445f9e36d2f845d13a090bdf34b99d3d5170bc70146de801ac0324ebb060d0""}",RuntimePriorAPI,valid,7aa0920731baf62176b7fa826ac623ad3d5a79fd1e13a47f185f6f98b73b9eef,True,5374120,1108.0494928499393,20000,3617525665dbb12772c78eb06627c3969c70d9c3490c6274772b2c5ee33bfc7d,106.44499450427247,True,1.0,10,0.7224672001371107,0.9999999999999999,1.0,20,0.8388748419471806,1.0,1.0,20,0.8388748419471806,1.0,1.0,True,1.0,20,0.8388748419471806,1.0,1.0,40,0.9123783988027135,1.0,1.0,40,0.9123783988027135,1.0,1.0,9.999999999999998,0.0,16.249999999999996,0.0
stick-push__N20__rep0,stick-push,20,A3,0,0,test_evaluated,"{""checkpoint_sha256"":""d18f09f633ef04a3af4ca41601a722d6898fc0b55bc23ab581ac24a7b487bcb2"",""evaluation_hash"":""98360ad8796f54b242e94cff333da57022c60176fae6c49cdf749f1fb6c3a399""}",RuntimePriorAPI,valid,0cc88f300d513f42ef0dcc72ed4aaaeafeeed288587c3881f9d82bfb24116201,True,5016077,1059.6475804191286,20000,d18f09f633ef04a3af4ca41601a722d6898fc0b55bc23ab581ac24a7b487bcb2,107.10104800091358,True,1.0,10,0.7224672001371107,0.9999999999999999,1.0,20,0.8388748419471806,1.0,1.0,20,0.8388748419471806,1.0,1.0,True,1.0,20,0.8388748419471806,1.0,1.0,40,0.9123783988027135,1.0,1.0,40,0.9123783988027135,1.0,1.0,9.999999999999998,0.0,16.249999999999996,0.0
stick-push__N20__rep0,stick-push,20,A4,0,0,test_evaluated,"{""checkpoint_sha256"":""c468b14a889f202fa41b5321fbe6a5a267cd4cb3fce42fe23de8f73acfc81cbd"",""evaluation_hash"":""77f59d1b1deefd54b229f6f5084865c6cca0735ef77e37237b39c80aaae3f881""}",RuntimePriorAPI,valid,2f3820a3e5b2a891af227112eabb2d4fa38d74c933d63bf3e8d35f553238b791,True,4696644,932.9342486855166,20000,c468b14a889f202fa41b5321fbe6a5a267cd4cb3fce42fe23de8f73acfc81cbd,108.51978699793108,True,1.0,10,0.7224672001371107,0.9999999999999999,1.0,20,0.8388748419471806,1.0,1.0,20,0.8388748419471806,1.0,1.0,True,1.0,20,0.8388748419471806,1.0,1.0,40,0.9123783988027135,1.0,0.95,40,0.8349612263085903,0.9861793326138516,0.975,9.999999999999998,0.0,13.749999999999996,-2.500000000000002
