stage,task,method,policy_id,model,effort,source_request,source_request_sha256,bundled_request_contract,selected_contract_sha256
policy_design,unstack_sort,APPL_5_5_high,red_unstack_lift__h03,gpt-5.5,high,runs/exp2/M1_scaleup/unstack_sort/policies/red_unstack_lift/heuristic_03/design/api/0001.request.json,713f3d5170b4e3eca1801dcfd3797a645e4354a936e235b4f49d1b0d507a817f,prompts/4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96.json,4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96
policy_design,unstack_sort,APPL_5_5_high,red_place_to_blue_entry__h01,gpt-5.5,high,runs/exp2/M1_scaleup/unstack_sort/policies/red_place_to_blue_entry/heuristic_01/design/api/0001.request.json,16c97bbe2638d2e94b61ff2f25f359548a61c2b5c6c4441889834819cf8d17de,prompts/4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96.json,4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96
policy_design,unstack_sort,APPL_5_5_high,red_place_to_blue_entry__h02,gpt-5.5,high,runs/exp2/M1_scaleup/unstack_sort/policies/red_place_to_blue_entry/heuristic_02/design/api/0001.request.json,febf584c2c09f7fe5512e0c3f0a33b54cbe7dd7888d0b4ca4dab0c35cd35d630,prompts/4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96.json,4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96
policy_design,unstack_sort,APPL_5_5_high,red_place_to_blue_entry__h03,gpt-5.5,high,runs/exp2/M1_scaleup/unstack_sort/policies/red_place_to_blue_entry/heuristic_03/design/api/0001.request.json,76586366137f25b5c78e43b22bcc4d89a95604e48976f98418b30cf4b77829be,prompts/4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96.json,4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96
policy_design,unstack_sort,APPL_5_5_high,blue_acquire_transport__h01,gpt-5.5,high,runs/exp2/M1_scaleup/unstack_sort/policies/blue_acquire_transport/heuristic_01/design/api/0001.request.json,cde7e5a8971c16895e31162015ce0390fd80153aa8950b9a10c8e2da65089016,prompts/4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96.json,4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96
policy_design,unstack_sort,APPL_5_5_high,blue_acquire_transport__h02,gpt-5.5,high,runs/exp2/M1_scaleup/unstack_sort/policies/blue_acquire_transport/heuristic_02/design/api/0001.request.json,55f4e587d82ef0ccb45a7d40548b8be108278f4970f7d76881e89d9ac1213175,prompts/4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96.json,4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96
policy_design,unstack_sort,APPL_5_5_high,blue_acquire_transport__h03,gpt-5.5,high,runs/exp2/M1_scaleup/unstack_sort/policies/blue_acquire_transport/heuristic_03/design/api/0001.request.json,925afa76dbc3b1908ed81cd6a7193cb78721b7b31f5feefad9c3852e1fd18e33,prompts/4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96.json,4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96
policy_design,unstack_sort,APPL_5_5_high,blue_place_release_retreat__h01,gpt-5.5,high,runs/exp2/M1_scaleup/unstack_sort/policies/blue_place_release_retreat/heuristic_01/design/api/0001.request.json,354666ae4992fa047eef53e2ff2e41c80636dfaba4c55ffdb7fd5857569a9a59,prompts/4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96.json,4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96
policy_design,unstack_sort,APPL_5_5_high,blue_place_release_retreat__h02,gpt-5.5,high,runs/exp2/M1_scaleup/unstack_sort/policies/blue_place_release_retreat/heuristic_02/design/api/0001.request.json,a45f2f9dbcb47016ac6e6a47746530eac3cb30411035bf3db461a5e94c8e42b6,prompts/4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96.json,4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96
policy_design,unstack_sort,APPL_5_5_high,blue_place_release_retreat__h03,gpt-5.5,high,runs/exp2/M1_scaleup/unstack_sort/policies/blue_place_release_retreat/heuristic_03/design/api/0001.request.json,7ace974d980be24e6045f7b5a6246961bb044c8932fa0fbe71cabac89deb01cc,prompts/4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96.json,4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96
policy_design,unstack_sort,APPL_6_xhigh,acquire_lift__h01,gpt-6-astra,xhigh,runs/exp2/M1_astra_xhigh/unstack_sort/policies/acquire_lift/heuristic_01/design/api/0001.request.json,c24acd6932f466a7d1311ad5f0a50402f0848d8f5bbace1d8ee4cdfc08a84242,prompts/5395dc21fa8f79e6348e101b345d250f3590b1a1b5428f14377a7e0b4e5e11bc.json,5395dc21fa8f79e6348e101b345d250f3590b1a1b5428f14377a7e0b4e5e11bc
policy_design,unstack_sort,APPL_6_xhigh,acquire_lift__h02,gpt-6-astra,xhigh,runs/exp2/M1_astra_xhigh/unstack_sort/policies/acquire_lift/heuristic_02/design/api/0001.request.json,839955d16e54f4f505351570f7b29bc5be8d8ab523cbacc2e230796cbe3c2611,prompts/5395dc21fa8f79e6348e101b345d250f3590b1a1b5428f14377a7e0b4e5e11bc.json,5395dc21fa8f79e6348e101b345d250f3590b1a1b5428f14377a7e0b4e5e11bc
policy_design,unstack_sort,APPL_6_xhigh,acquire_lift__h03,gpt-6-astra,xhigh,runs/exp2/M1_astra_xhigh/unstack_sort/policies/acquire_lift/heuristic_03/design/api/0001.request.json,bb9b8caf2407bd1899dc42833a30454c7abff8382e757dd62881eebaca1f27a2,prompts/5395dc21fa8f79e6348e101b345d250f3590b1a1b5428f14377a7e0b4e5e11bc.json,5395dc21fa8f79e6348e101b345d250f3590b1a1b5428f14377a7e0b4e5e11bc
policy_design,unstack_sort,APPL_6_xhigh,carry_place_clear__h01,gpt-6-astra,xhigh,runs/exp2/M1_astra_xhigh/unstack_sort/policies/carry_place_clear/heuristic_01/design/api/0001.request.json,2653215c876aae3ecbbb6a8a51f452cc29bf2911c307faf2835104626dd929f8,prompts/5395dc21fa8f79e6348e101b345d250f3590b1a1b5428f14377a7e0b4e5e11bc.json,5395dc21fa8f79e6348e101b345d250f3590b1a1b5428f14377a7e0b4e5e11bc
policy_design,unstack_sort,APPL_6_xhigh,carry_place_clear__h02,gpt-6-astra,xhigh,runs/exp2/M1_astra_xhigh/unstack_sort/policies/carry_place_clear/heuristic_02/design/api/0001.request.json,a355a377bf6c7ae11507c791107c80f5b63b262dc5bf35f4bd16b7021cf71828,prompts/5395dc21fa8f79e6348e101b345d250f3590b1a1b5428f14377a7e0b4e5e11bc.json,5395dc21fa8f79e6348e101b345d250f3590b1a1b5428f14377a7e0b4e5e11bc
policy_design,unstack_sort,APPL_6_xhigh,carry_place_clear__h03,gpt-6-astra,xhigh,runs/exp2/M1_astra_xhigh/unstack_sort/policies/carry_place_clear/heuristic_03/design/api/0001.request.json,4caf728dee13186ffc50df60e5aaf26044ce495b70703487a9a782c8dcd04a65,prompts/5395dc21fa8f79e6348e101b345d250f3590b1a1b5428f14377a7e0b4e5e11bc.json,5395dc21fa8f79e6348e101b345d250f3590b1a1b5428f14377a7e0b4e5e11bc
policy_design,tray_pack,SinglePrior_6_xhigh,SinglePrior_6_xhigh,gpt-6-astra,xhigh,runs/exp2/single_policy_astra_xhigh/tray_pack/policy/design/api/0001.request.json,585bacadd9193f85cde5a5b2535afa37257685aa2492d2e9b499fb74bcc1a11d,prompts/4507f4af8c10eb8053d42145ce636c8b0d11e5a7e5d846d7b930579ef185c9d8.json,4507f4af8c10eb8053d42145ce636c8b0d11e5a7e5d846d7b930579ef185c9d8
policy_design,tray_pack,APPL_5_5_high,acquire_block__h01,gpt-5.5,high,runs/exp2/M1_scaleup/tray_pack/policies/acquire_block/heuristic_01/design/api/0001.request.json,73c4510240d0bbb9f0e1f1c87da1bebee11a9b2c11a216a6e9dc88cd81b4a034,prompts/4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96.json,4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96
policy_design,tray_pack,APPL_5_5_high,acquire_block__h02,gpt-5.5,high,runs/exp2/M1_scaleup/tray_pack/policies/acquire_block/heuristic_02/design/api/0001.request.json,c4a9c5a0ba632a02f3b8e260f26a8c4c7f9f32238c77a102f240d79ce62b549d,prompts/4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96.json,4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96
policy_design,tray_pack,APPL_5_5_high,acquire_block__h03,gpt-5.5,high,runs/exp2/M1_scaleup/tray_pack/policies/acquire_block/heuristic_03/design/api/0001.request.json,78d38f6d42589f9bf9a47330cb054090a39afa7d022419b80c43ce9c764a0d81,prompts/4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96.json,4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96
policy_design,tray_pack,APPL_5_5_high,place_block__h01,gpt-5.5,high,runs/exp2/M1_scaleup/tray_pack/policies/place_block/heuristic_01/design/api/0001.request.json,ba064d94292506dbc87cfabd123e4e8ce111b80c71382b0dac2e462e4d90ba70,prompts/4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96.json,4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96
policy_design,tray_pack,APPL_5_5_high,place_block__h02,gpt-5.5,high,runs/exp2/M1_scaleup/tray_pack/policies/place_block/heuristic_02/design/api/0001.request.json,6e26699ed4731d16ac13c7e5d4df9f8b9238aee974ed8ae6bf2237c3d240eadd,prompts/4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96.json,4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96
policy_design,tray_pack,APPL_5_5_high,place_block__h03,gpt-5.5,high,runs/exp2/M1_scaleup/tray_pack/policies/place_block/heuristic_03/design/api/0001.request.json,c7c7dbe5b230aee8ebce4b08bb68363cafd128c09fbd7c0639d3165ef37f0b21,prompts/4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96.json,4db68cb524fce6027bbb8fce6dd7fc80384c1f7ed8f546e7aa4c91466a077e96
policy_design,tray_pack,APPL_6_xhigh,acquire_block__h01,gpt-6-astra,xhigh,runs/exp2/M1_astra_xhigh/tray_pack/policies/acquire_block/heuristic_01/design/api/0001.request.json,edab94ec9db6b608cd12ea86deedef5bffbb4ed4dccfbbaf8e320aaa20b06e4a,prompts/5395dc21fa8f79e6348e101b345d250f3590b1a1b5428f14377a7e0b4e5e11bc.json,5395dc21fa8f79e6348e101b345d250f3590b1a1b5428f14377a7e0b4e5e11bc
policy_design,tray_pack,APPL_6_xhigh,acquire_block__h02,gpt-6-astra,xhigh,runs/exp2/M1_astra_xhigh/tray_pack/policies/acquire_block/heuristic_02/design/api/0001.request.json,8febb791dfef268dec1457119c05708bbb2ef44c6c0251e1ae8f32fc0b4ebcd1,prompts/5395dc21fa8f79e6348e101b345d250f3590b1a1b5428f14377a7e0b4e5e11bc.json,5395dc21fa8f79e6348e101b345d250f3590b1a1b5428f14377a7e0b4e5e11bc
policy_design,tray_pack,APPL_6_xhigh,acquire_block__h03,gpt-6-astra,xhigh,runs/exp2/M1_astra_xhigh/tray_pack/policies/acquire_block/heuristic_03/design/api/0001.request.json,68e680ca376c90a62aab7d58cd2f31f8604f2bf055a062441ee230053b7a84f2,prompts/5395dc21fa8f79e6348e101b345d250f3590b1a1b5428f14377a7e0b4e5e11bc.json,5395dc21fa8f79e6348e101b345d250f3590b1a1b5428f14377a7e0b4e5e11bc
policy_design,tray_pack,APPL_6_xhigh,deliver_block__h01,gpt-6-astra,xhigh,runs/exp2/M1_astra_xhigh/tray_pack/policies/deliver_block/heuristic_01/design/api/0001.request.json,def1998d230a9e030d487e32ee39a835869b8a387e7e724f0f122d431714c07f,prompts/5395dc21fa8f79e6348e101b345d250f3590b1a1b5428f14377a7e0b4e5e11bc.json,5395dc21fa8f79e6348e101b345d250f3590b1a1b5428f14377a7e0b4e5e11bc
policy_design,tray_pack,APPL_6_xhigh,deliver_block__h02,gpt-6-astra,xhigh,runs/exp2/M1_astra_xhigh/tray_pack/policies/deliver_block/heuristic_02/design/api/0001.request.json,4e9b0b35d0b97f1888a84de882a7b4324c57b9e75a14e19b36ad584fcedfc139,prompts/5395dc21fa8f79e6348e101b345d250f3590b1a1b5428f14377a7e0b4e5e11bc.json,5395dc21fa8f79e6348e101b345d250f3590b1a1b5428f14377a7e0b4e5e11bc
policy_design,tray_pack,APPL_6_xhigh,deliver_block__h03,gpt-6-astra,xhigh,runs/exp2/M1_astra_xhigh/tray_pack/policies/deliver_block/heuristic_03/design/api/0001.request.json,354c8f4d9ea7276cc08426803192b6d3737510cd729cd48201f9fa93670fca1d,prompts/5395dc21fa8f79e6348e101b345d250f3590b1a1b5428f14377a7e0b4e5e11bc.json,5395dc21fa8f79e6348e101b345d250f3590b1a1b5428f14377a7e0b4e5e11bc
segmentation,drawer_exchange,APPL_5_5_high,,gpt-5.5,high,data/exp2/processed/M1_v2/_session/api/0001.request.json,073d1c6367744010a319d761b5bb0f51a6f8e573cbf7b3000d48b048894c73c2,prompts/86bf0980fbab8246a7099d6c343aba2be78002840ccaf31acb9b554530f955b3.json,86bf0980fbab8246a7099d6c343aba2be78002840ccaf31acb9b554530f955b3
deployment_first_ID_example,drawer_exchange,APPL_5_5_high,,gpt-5.5,high,runs/exp2/M1_scaleup/drawer_exchange/evaluation/APPL/ID/6300/api/api/0001.request.json,d0d82a3950a769c7658c06f8f018393627be1af721eda18929e06bc2b17be688,prompts/442b8d6c51a6c39ec733576f78070118aa48f5ea28c5d8d0e28d8058f2930a16.json,442b8d6c51a6c39ec733576f78070118aa48f5ea28c5d8d0e28d8058f2930a16
segmentation,drawer_exchange,APPL_6_xhigh,,gpt-6-astra,xhigh,data/exp2/scaleup_astra_xhigh/drawer_exchange/processed/_session/api/0001.request.json,bd797cc230cccb7aef800239f9a8e5d50503fc86451c0429051996313dc473bb,prompts/34c38b73cec73f87f80bc81b309fa0e0c95bf6e133cd3aa4cf4fb09275f34806.json,34c38b73cec73f87f80bc81b309fa0e0c95bf6e133cd3aa4cf4fb09275f34806
deployment_first_ID_example,drawer_exchange,APPL_6_xhigh,,gpt-6-astra,xhigh,runs/exp2/M1_astra_xhigh/drawer_exchange/evaluation/APPL/ID/6300/api/api/0001.request.json,84bee603a52101790cc8809d7b553f55b261827ad9fa1f753b31af4bc66a2af6,prompts/cd6da0bd6ed2298d0eb01033f64c331d61758fff95aef25750285527a27f2ad8.json,cd6da0bd6ed2298d0eb01033f64c331d61758fff95aef25750285527a27f2ad8
segmentation,two_block_sort,APPL_5_5_high,,gpt-5.5,high,data/exp2/scaleup/two_block_sort/processed/_session/api/0001.request.json,894b9b24417ca9f313a260c6af1bf144117dfb002a58df718608af90488bf244,prompts/86bf0980fbab8246a7099d6c343aba2be78002840ccaf31acb9b554530f955b3.json,86bf0980fbab8246a7099d6c343aba2be78002840ccaf31acb9b554530f955b3
deployment_first_ID_example,two_block_sort,APPL_5_5_high,,gpt-5.5,high,runs/exp2/M1_scaleup/two_block_sort/evaluation/APPL/ID/20000/api/api/0001.request.json,6250f977d910c861d7d7548013b0cd21574eb46876119eef0b895f1230bf5bfb,prompts/a86b2652db6b30daf122bdcc1e0cdda709f3084397a07eb5db3610fccf627cd7.json,a86b2652db6b30daf122bdcc1e0cdda709f3084397a07eb5db3610fccf627cd7
segmentation,two_block_sort,APPL_6_xhigh,,gpt-6-astra,xhigh,data/exp2/scaleup_astra_xhigh/two_block_sort/processed/_session/api/0001.request.json,ae9597b57214ef050675e4305698d340525ae5c38b8b052ba931db68ce0938f9,prompts/34c38b73cec73f87f80bc81b309fa0e0c95bf6e133cd3aa4cf4fb09275f34806.json,34c38b73cec73f87f80bc81b309fa0e0c95bf6e133cd3aa4cf4fb09275f34806
deployment_first_ID_example,two_block_sort,APPL_6_xhigh,,gpt-6-astra,xhigh,runs/exp2/M1_astra_xhigh/two_block_sort/evaluation/APPL/ID/20000/api/api/0001.request.json,81dd303ee8dbf6162a0580b3438c2d27bf6ee4c918acca0934351ebe1293f29e,prompts/8021cebe24f4595d0ad0f164c96185ffb247e32f3401cb655d0638696f64490d.json,8021cebe24f4595d0ad0f164c96185ffb247e32f3401cb655d0638696f64490d
segmentation,buffer_swap,APPL_5_5_high,,gpt-5.5,high,data/exp2/scaleup/buffer_swap/processed/_session/api/0001.request.json,98b95b2b8aa50f4647d34b3fc269f056c61975f7e761e3ce1d41824a1f206c0f,prompts/86bf0980fbab8246a7099d6c343aba2be78002840ccaf31acb9b554530f955b3.json,86bf0980fbab8246a7099d6c343aba2be78002840ccaf31acb9b554530f955b3
deployment_first_ID_example,buffer_swap,APPL_5_5_high,,gpt-5.5,high,runs/exp2/M1_scaleup/buffer_swap/evaluation/APPL/ID/20100/api/api/0001.request.json,eb1f23819dcb2f181292273a9e74f544a42c2ec013a8f4d383fc7be23e98e62b,prompts/6d81fffb606052e7d265b447f3f7e6e3b1450c487a9975a9eaae97a63564b7da.json,6d81fffb606052e7d265b447f3f7e6e3b1450c487a9975a9eaae97a63564b7da
segmentation,buffer_swap,APPL_6_xhigh,,gpt-6-astra,xhigh,data/exp2/scaleup_astra_xhigh/buffer_swap/processed/_session/api/0001.request.json,8496b787eaec8953b184b35d8a5941e1afc6092599232054540ca466407f1852,prompts/34c38b73cec73f87f80bc81b309fa0e0c95bf6e133cd3aa4cf4fb09275f34806.json,34c38b73cec73f87f80bc81b309fa0e0c95bf6e133cd3aa4cf4fb09275f34806
deployment_first_ID_example,buffer_swap,APPL_6_xhigh,,gpt-6-astra,xhigh,runs/exp2/M1_astra_xhigh/buffer_swap/evaluation/APPL/ID/20100/api/api/0001.request.json,7c9b48a3fd834c70a314f753d033bc1e4b9f1bfb039aeb7af01c819dc1d290cf,prompts/c020e8e53a1c57e2b5150d93e7f223e5fd45d4c2aee7a606f695e01fac6a8513.json,c020e8e53a1c57e2b5150d93e7f223e5fd45d4c2aee7a606f695e01fac6a8513
segmentation,unstack_sort,APPL_5_5_high,,gpt-5.5,high,data/exp2/scaleup/unstack_sort/processed/_session/api/0001.request.json,1071ec9c6c0c2d690235d4339b59596a097567d74c82025341cca8d31f74878c,prompts/86bf0980fbab8246a7099d6c343aba2be78002840ccaf31acb9b554530f955b3.json,86bf0980fbab8246a7099d6c343aba2be78002840ccaf31acb9b554530f955b3
deployment_first_ID_example,unstack_sort,APPL_5_5_high,,gpt-5.5,high,runs/exp2/M1_scaleup/unstack_sort/evaluation/APPL/ID/20200/api/api/0001.request.json,e6f0e5c2c7fef47805f472ed158da3ff77879b5c5dd186f9e3c2fa718e2c4999,prompts/d5a85a7a59e578845de2e761c719973349d040074475ce9322002e2d1ff82ede.json,d5a85a7a59e578845de2e761c719973349d040074475ce9322002e2d1ff82ede
segmentation,unstack_sort,APPL_6_xhigh,,gpt-6-astra,xhigh,data/exp2/scaleup_astra_xhigh/unstack_sort/processed/_session/api/0001.request.json,e25f23879667e5709939af1c048b2ce6c32097fcd4cdde900dc5e3f6ec653424,prompts/34c38b73cec73f87f80bc81b309fa0e0c95bf6e133cd3aa4cf4fb09275f34806.json,34c38b73cec73f87f80bc81b309fa0e0c95bf6e133cd3aa4cf4fb09275f34806
deployment_first_ID_example,unstack_sort,APPL_6_xhigh,,gpt-6-astra,xhigh,runs/exp2/M1_astra_xhigh/unstack_sort/evaluation/APPL/ID/20200/api/api/0001.request.json,53eb0005e6305aa4c3640d985084eee3a130ee50ce7e93641f0c6be62cdb7ecd,prompts/723e1b78b88ac4da8a68ace908cf11f0a5cafc05ea1d479470d0fc0a03707d05.json,723e1b78b88ac4da8a68ace908cf11f0a5cafc05ea1d479470d0fc0a03707d05
segmentation,tray_pack,APPL_5_5_high,,gpt-5.5,high,data/exp2/scaleup/tray_pack/processed/_session/api/0001.request.json,84e2de851e98c5f0d964b2d8c340ee7b8afe7d10b4799e2586624a4e775e04aa,prompts/86bf0980fbab8246a7099d6c343aba2be78002840ccaf31acb9b554530f955b3.json,86bf0980fbab8246a7099d6c343aba2be78002840ccaf31acb9b554530f955b3
deployment_first_ID_example,tray_pack,APPL_5_5_high,,gpt-5.5,high,runs/exp2/M1_scaleup/tray_pack/evaluation/APPL/ID/20300/api/api/0001.request.json,c595fd4f77ee3bc2fd4cea0826cae8293965687cc11b721f96ecfae1da309b3a,prompts/0b5b4d05e888187214418184a62cc0488cf53a83a0a0cb3fd2b045145763faa7.json,0b5b4d05e888187214418184a62cc0488cf53a83a0a0cb3fd2b045145763faa7
segmentation,tray_pack,APPL_6_xhigh,,gpt-6-astra,xhigh,data/exp2/scaleup_astra_xhigh/tray_pack/processed/_session/api/0001.request.json,6431294ef8a98b08dbbbe4dae93c8f5376fce4b02ad817478620ad4f3ceb1b1d,prompts/34c38b73cec73f87f80bc81b309fa0e0c95bf6e133cd3aa4cf4fb09275f34806.json,34c38b73cec73f87f80bc81b309fa0e0c95bf6e133cd3aa4cf4fb09275f34806
deployment_first_ID_example,tray_pack,APPL_6_xhigh,,gpt-6-astra,xhigh,runs/exp2/M1_astra_xhigh/tray_pack/evaluation/APPL/ID/20300/api/api/0001.request.json,e10fc7c4dc77754048b8d5af8fad849d99a4301304fe48daa072ee91822f64cf,prompts/a31ccee85e043cea4e770b7269d039fa0da76149324d269f6ebb253e8e60c074.json,a31ccee85e043cea4e770b7269d039fa0da76149324d269f6ebb253e8e60c074
